input,gold_category,gold_priority,gold_escalation,raw_output,json_valid,required_fields_complete,category_correct,priority_correct,escalation_correct,predicted_category,predicted_priority,predicted_escalation
"Wi-Fi on floor 15 in the IT area feels a little slower than usual today, still usable.",Network / Wi-Fi,Low,No escalation needed unless slowdown persists beyond one business day.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""Low"", ""summary"": ""Wi-Fi connection speed on floor 15 in the IT area has decreased slightly but remains functional."", ""troubleshooting"": [""Check for recent network changes or updates"", ""Verify signal strength and interference levels"", ""Run a network speed test"", ""Inspect for any known issues with the access points""], ""escalation"": ""No escalation needed if performance returns to normal after checking.""}",True,True,True,True,True,Network / Wi-Fi,Low,No escalation needed if performance returns to normal after checking.
"I clicked a link in an email before realizing it looked suspicious, nothing seemed to happen on my Surface Laptop.",Security,Medium,Escalate to Security / Incident Response for review of the linked domain and device scan results.,"{""category"": ""Security"", ""priority"": ""Medium"", ""summary"": ""User clicked on a potentially suspicious email link but did not observe any immediate effects on their Surface Laptop."", ""troubleshooting"": [""Run a full system scan using antivirus software"", ""Check for any unusual activity in Task Manager"", ""Review recent login attempts in account settings"", ""Change password and enable two-factor authentication""], ""escalitation"": ""Escalate to Security / Incident Response if malware is suspected.""}",True,False,True,True,False,Security,Medium,
"VPN is connected but none of our internal applications load, this is blocking the whole Customer Support team's work on floor 5.",VPN,High,Escalate to Network Operations due to broad application impact.,"{""category"": ""VPN"", ""priority"": ""Critical"", ""summary"": ""Customer Support team on floor 5 cannot load any internal applications despite having a successful VPN connection."", ""troubleshooting"": [""Check the network connectivity and reachability within the internal network"", ""Verify the application server status and availability"", ""Inspect firewall rules and security policies affecting the applications"", ""Validate the user’s group membership and permissions"", ""Restart the affected applications and services"", ""Run a network trace to identify any packet loss or latency issues""], ""escalation"": ""Escalate to Network Operations if the issue persists after checking internal network and application statuses.""}",True,True,True,False,True,VPN,Critical,Escalate to Network Operations if the issue persists after checking internal network and application statuses.
"I can't connect to the Central building Wi-Fi network from the IT area, it says authentication failed.",Network / Wi-Fi,Medium,Escalate to Network Operations if authentication continues to fail after credential verification.,"{
  ""category"": ""Network / Wi-Fi"",
  ""priority"": ""High"",
  ""summary"": ""User is unable to authenticate and connect to the Central building Wi-Fi network from the IT area."",
  ""troubleshooting"": [
    ""Verify the correct SSID is being used"",
    ""Check the password for accuracy"",
    ""Ensure the device is within range of the Wi-Fi signal"",
    ""Reset the Wi-Fi settings on the device"",
    ""Check for any local firewall or security software blocking the connection""
  ],
  ""escalation"": ""Escalate to Network Operations if the issue persists after checking local settings.""
}",True,True,True,False,True,Network / Wi-Fi,High,Escalate to Network Operations if the issue persists after checking local settings.
I need a license for Zoom but I'm getting a 'no seats available' error.,Software,Medium,Escalate to Desktop Support / Hardware to procure or reassign a license seat.,"{""category"": ""Software"", ""priority"": ""Medium"", ""summary"": ""User attempting to add a new license for Zoom receives an error indicating no seats are available."", ""troubleshooting"": [""Verify remaining license seats in the Microsoft 365 admin center"", ""Check if any licenses are expired or unused"", ""Contact Microsoft 365 / Cloud Services team for seat allocation"", ""Review recent changes in licensing or usage policies""], ""escalation"": ""Escalate to Microsoft 365 / Cloud Services if issue persists after verifying local settings.""}",True,True,True,True,False,Software,Medium,Escalate to Microsoft 365 / Cloud Services if issue persists after verifying local settings.
"My Dell Latitude laptop battery drains from full to dead in under two hours now, and I'm on the Engineering team.",Hardware,Medium,Escalate to Desktop Support / Hardware for battery replacement if health check confirms degradation.,"{""category"": ""Hardware"", ""priority"": ""High"", ""summary"": ""Dell Latitude laptop battery life has significantly decreased, draining completely within two hours."", ""troubleshooting"": [""Check power settings for any high-power usage features"", ""Run Dell's battery health check utility"", ""Inspect for physical damage or liquid exposure"", ""Update BIOS and drivers"", ""Consider replacing the battery if issues persist""], ""escalation"": ""Escalate to Desktop Support / Hardware if battery issues continue after basic checks.""}",True,True,True,False,True,Hardware,High,Escalate to Desktop Support / Hardware if battery issues continue after basic checks.
I got a new phone and lost access to my MFA authenticator app for Sales systems on floor 13.,Account / Authentication,Medium,Escalate to Identity & Access Management if temporary bypass requires elevated approval.,"{""category"": ""Account / Authentication"", ""priority"": ""High"", ""summary"": ""Lost access to MFA authenticator app for accessing Sales systems on floor 13 after getting a new phone."", ""troubleshooting"": [""Reinstall the MFA app on the new phone"", ""Reset the MFA app on the old phone"", ""Contact the Security team for assistance if issues persist"", ""Check if there are any pending MFA enrollment steps""], ""escalation"": ""Escalate to Identity & Access Management if unable to regain access.""}",True,True,True,False,True,Account / Authentication,High,Escalate to Identity & Access Management if unable to regain access.
"My second monitor on floor 9 in Customer Support won't turn on, the first one works fine.",Hardware,Medium,Escalate to Desktop Support / Hardware if monitor does not power on with a known-good cable and outlet.,"{""category"": ""Hardware"", ""priority"": ""Low"", ""summary"": ""The second monitor connected to the computer on the second floor of Customer Support is not functioning while the first monitor is working correctly."", ""troubleshooting"": [""Check the power cable connection for the second monitor"", ""Verify the power outlet is functioning properly"", ""Inspect the monitor's power switch and indicator lights"", ""Test the monitor on another computer to rule out hardware failure""], ""escalation"": ""No escalation needed""}",True,True,True,False,False,Hardware,Low,No escalation needed
Teams keeps freezing when I try to share my screen during Sales meetings.,Microsoft 365,Medium,Escalate to Microsoft 365 / Cloud Services if freezing persists after cache clear and update.,"{""category"": ""Microsoft 365"", ""priority"": ""Medium"", ""summary"": ""Users experience freezing when sharing their screen during Microsoft Teams meetings."", ""troubleshooting"": [""Restart Microsoft Teams application""], [""Clear cache and cookies in browser""], [""Check for and install any pending updates""], [""Verify network stability and speed""], [""Contact Microsoft Support for further assistance""]}, ""escalation"": ""Escalate to Microsoft 365 / Cloud Services if issue persists after basic troubleshooting.""}",False,False,False,False,False,,,
"VPN connects fine but it's a bit slower than my home internet on floor 8 in Legal, is that normal?",VPN,Low,No escalation needed; expected behavior for VPN tunneling.,"{""category"": ""VPN"", ""priority"": ""Low"", ""summary"": ""Legal staff on floor 8 report that their connection via the company's VPN is slower than their usual home internet connection."", ""troubleshooting"": [""Measure latency and bandwidth between the office and the data center"", ""Check for any recent changes in network configuration or infrastructure"", ""Verify the number of users connected to the same segment of the network"", ""Compare the performance metrics of the home internet against the current office connection""], ""escalation"": ""No escalation needed""}",True,True,True,True,True,VPN,Low,No escalation needed
"I got a slightly odd-looking email in Legal on floor 11 but I didn't click anything, just wanted to report it.",Security,Low,No escalation needed unless the email is confirmed malicious.,"{""category"": ""Security"", ""priority"": ""Low"", ""summary"": ""A suspicious email was received by Legal on floor 11 but no action was taken."", ""troubleshooting"": [""Verify the sender's email address"", ""Check for any phishing elements in the email"", ""Run a malware scan on the system"", ""Review the organization's security policies regarding suspicious emails""], ""escalation"": ""No escalation needed if the email appears to be benign and no sensitive information was accessed.""}",True,True,True,True,True,Security,Low,No escalation needed if the email appears to be benign and no sensitive information was accessed.
"My HP Spectre laptop won't turn on at all, no lights, nothing. I'm on the Marketing team.",Hardware,High,Escalate to Desktop Support / Hardware for a loaner device if the laptop cannot be powered on.,"{""category"": ""Hardware"", ""priority"": ""High"", ""summary"": ""Marketing team member's HP Spectre laptop does not power on, with no lights or indicators."", ""troubleshooting"": [""Inspect and ensure the battery is properly seated"", ""Check the power adapter and outlet for proper connection and functionality"", ""Attempt to power on using a different power adapter"", ""Remove the battery and try powering on with the AC adapter directly connected to the laptop""], ""escalation"": ""Escalate to Desktop Support / Hardware if no power is restored.""}",True,True,True,True,True,Hardware,High,Escalate to Desktop Support / Hardware if no power is restored.
The printer in the Sales office on floor 11 keeps jamming on every print job today.,Printer,Medium,Escalate to Desktop Support / Hardware if jams continue after clearing and inspection.,"{
  ""category"": ""Printer"",
  ""priority"": ""High"",
  ""summary"": ""The printer in the Sales office on floor 11 is jamming on every print job."",
  ""troubleshooting"": [
    ""Clear any paper jams inside the printer"",
    ""Check for loose paper trays and reinsert them properly"",
    ""Inspect the toner cartridge for blockages"",
    ""Run a self-diagnostic test on the printer"",
    ""Check the print queue for stuck documents""
  ],
  ""escalation"": ""Escalate to Desktop Support / Hardware if the issue persists.""
}",True,True,True,False,True,Printer,High,Escalate to Desktop Support / Hardware if the issue persists.
"VPN gateway appears to be completely down, this is blocking all remote access company-wide.",VPN,Critical,Escalate to Network Operations immediately as a business-critical outage.,"{""category"": ""VPN"", ""priority"": ""Critical"", ""summary"": ""The entire company is unable to connect to the network via the VPN due to a potential gateway failure."", ""troubleshooting"": [""Ping the current IP address of the VPN gateway to check connectivity"", ""Check firewall rules on the gateway to ensure they are not blocking traffic"", ""Restart the VPN gateway service"", ""Verify the routing table on the gateway""], ""escalation"": ""Escalate to Network Operations for immediate hardware and software checks.""}",True,True,True,True,True,VPN,Critical,Escalate to Network Operations for immediate hardware and software checks.
"SharePoint is throwing ERR_CONNECTION_TIMED_OUT errors for the whole Sales team, we can't access any of our project files.",Microsoft 365,High,Escalate to Microsoft 365 / Cloud Services due to team-wide impact.,"{""category"": ""Microsoft 365"", ""priority"": ""High"", ""summary"": ""Sales team is experiencing connection timeouts when trying to access SharePoint project files."", ""troubleshooting"": [""Check SharePoint site health status"", ""Verify network connectivity between users and SharePoint servers"", ""Review firewall rules for any blocking"", ""Ensure proper DNS resolution for SharePoint URLs"", ""Restart SharePoint services on affected servers""], ""escalation"": ""Escalate to Microsoft 365 / Cloud Services if issues persist after basic checks.""}",True,True,True,True,True,Microsoft 365,High,Escalate to Microsoft 365 / Cloud Services if issues persist after basic checks.
One of the keys on my HP EliteBook laptop keyboard feels sticky in the Customer Support office.,Hardware,Low,No escalation needed unless cleaning fails to resolve it.,"{
  ""category"": ""Hardware"",
  ""priority"": ""Low"",
  ""summary"": ""A key on the customer support office's HP EliteBook laptop keyboard is stuck and does not type properly."",
  ""troubleshooting"": [
    ""Clean the key and surrounding area with a soft, lint-free cloth"",
    ""Check for debris under the key"",
    ""Try using a can of compressed air to dislodge any stuck particles"",
    ""Inspect the key switch for damage or wear""
  ],
  ""escalation"": ""No escalation needed""
}",True,True,True,True,True,Hardware,Low,No escalation needed
My MacBook Pro battery drains from full to dead in under two hours now.,Hardware,Medium,Escalate to Desktop Support / Hardware for battery replacement if health check confirms degradation.,"{
  ""category"": ""Hardware"",
  ""priority"": ""High"",
  ""summary"": ""MacBook Pro battery drains rapidly, going from full charge to empty in less than two hours."",
  ""troubleshooting"": [
    ""Check for any physical damage to the battery or laptop"",
    ""Run Apple Diagnostics to check for hardware issues"",
    ""Update macOS to the latest version"",
    ""Reset PRAM/NVRAM to reset system settings"",
    ""Consider sending to Apple for a battery replacement""
  ],
  ""escalation"": ""Escalate to Desktop Support / Hardware if issue persists after basic diagnostics.""
}",True,True,True,False,True,Hardware,High,Escalate to Desktop Support / Hardware if issue persists after basic diagnostics.
"My HP EliteBook laptop won't turn on at all, no lights, nothing.",Hardware,High,Escalate to Desktop Support / Hardware for a loaner device if the laptop cannot be powered on.,"{""category"": ""Hardware"", ""priority"": ""High"", ""summary"": ""Laptop does not power on, with no indicators or lights visible."", ""troubleshooting"": [""Inspect and ensure the battery is properly seated"", ""Check the power adapter and outlet for proper connection and functionality"", ""Attempt to power on using a different power adapter"", ""Listen for any sounds indicating the laptop is attempting to boot"", ""Consider opening the laptop to check for loose components or damage""], ""escalation"": ""Escalate to Desktop Support / Hardware if no signs of life are detected after initial checks.""}",True,True,True,True,True,Hardware,High,Escalate to Desktop Support / Hardware if no signs of life are detected after initial checks.
"My Dell XPS laptop won't turn on at all, no lights, nothing. I'm on the Engineering team.",Hardware,High,Escalate to Desktop Support / Hardware for a loaner device if the laptop cannot be powered on.,"{""category"": ""Hardware"", ""priority"": ""High"", ""summary"": ""Dell XPS laptop fails to power on with no indicators or lights."", ""troubleshooting"": [""Inspect and ensure the power cable is properly connected"", ""Check the battery by removing it and connecting the laptop directly to a power source"", ""Listen for any sounds indicating the power supply unit might be failing"", ""Refer to the manual for any specific troubleshooting steps related to non-functioning laptops""], ""escalation"": ""Escalate to Desktop Support / Hardware if no signs of life are detected after basic checks.""}",True,True,True,True,True,Hardware,High,Escalate to Desktop Support / Hardware if no signs of life are detected after basic checks.
The only printer on floor 6 capable of color printing is completely down and the Human Resources team has a client deliverable today.,Printer,High,Escalate to Desktop Support / Hardware urgently due to a same-day client deliverable dependency.,"{""category"": ""Printer"", ""priority"": ""High"", ""summary"": ""The sole color printer on floor 6 is not functioning, causing a critical deadline for the Human Resources team."", ""troubleshooting"": [""Check the printer for obvious issues (e.g., paper jams)"", ""Verify power and network connection"", ""Print a test page from the printer settings"", ""Check the print queue for stuck jobs"", ""Restart the printer and its associated services""], ""escalation"": ""Escalate to Desktop Support / Hardware if the printer remains unresponsive.""}",True,True,True,True,True,Printer,High,Escalate to Desktop Support / Hardware if the printer remains unresponsive.
"My Lenovo ThinkPad laptop battery drains from full to dead in under two hours now, and I'm on the Sales team.",Hardware,Medium,Escalate to Desktop Support / Hardware for battery replacement if health check confirms degradation.,"{""category"": ""Hardware"", ""priority"": ""High"", ""summary"": ""Sales team member's Lenovo ThinkPad laptop battery drains quickly, going from full to dead in less than two hours."", ""troubleshooting"": [""Check power settings for high-performance mode"", ""Run a hardware diagnostic on the battery"", ""Inspect for physical damage or liquid exposure"", ""Update BIOS and drivers"", ""Consider replacing the battery""], ""escalation"": ""Escalate to Desktop Support / Hardware if battery issues persist after basic checks.""}",True,True,True,False,True,Hardware,High,Escalate to Desktop Support / Hardware if battery issues persist after basic checks.
Nobody in Finance on floor 14 can send external emails from Outlook this morning.,Microsoft 365,High,Escalate to Microsoft 365 / Cloud Services; affects multiple users' external communication.,"{""category"": ""Microsoft 365"", ""priority"": ""High"", ""summary"": ""Users in the Finance department on the 14th floor are unable to send external emails via Outlook this morning."", ""troubleshooting"": [""Check if the email server is up and running"", ""Verify network connectivity to the email server"", ""Review Outlook client settings for any recent changes"", ""Check organization-wide email policies for any restrictions"", ""Ping the email server from the affected machines""], ""escalation"": ""Escalate to Microsoft 365 / Cloud Services if the issue persists after checking local resources.""}",True,True,True,True,True,Microsoft 365,High,Escalate to Microsoft 365 / Cloud Services if the issue persists after checking local resources.
I keep getting disconnected from Wi-Fi whenever I walk from floor 8 to the East conference room.,Network / Wi-Fi,Medium,Escalate to Network Operations to review access point placement if issue is location-specific.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""High"", ""summary"": ""User experiences frequent Wi-Fi disconnections when moving between floors."", ""troubleshooting"": [""Check for signal strength on floor 8 and in the East conference room"", ""Verify Wi-Fi channel usage to avoid interference"", ""Inspect physical connections at both locations"", ""Update Wi-Fi adapter drivers""], ""escalation"": ""Escalate to Network Operations if signal strength and driver issues are not resolved.""}",True,True,True,False,True,Network / Wi-Fi,High,Escalate to Network Operations if signal strength and driver issues are not resolved.
I accidentally deleted an important folder from the Engineering shared drive on floor 10.,File / Permissions,Medium,Escalate to Network Operations if the folder isn't recoverable from the recycle bin.,"{""category"": ""File / Permissions"", ""priority"": ""High"", ""summary"": ""A critical folder containing important engineering data was mistakenly deleted from the shared drive located on the 10th floor."", ""troubleshooting"": [""Check if the recycle bin on the shared drive has been emptied"", ""Verify if there are any backups of the shared drive available"", ""Contact the backup administrator for recovery options"", ""Assess if the folder can be recovered using data recovery software""], ""escalation"": ""Escalate to Security / Incident Response for further investigation and recovery procedures.""}",True,True,True,False,False,File / Permissions,High,Escalate to Security / Incident Response for further investigation and recovery procedures.
I got a new phone and lost access to my MFA authenticator app for Finance systems.,Account / Authentication,Medium,Escalate to Identity & Access Management if temporary bypass requires elevated approval.,"{""category"": ""Account / Authentication"", ""priority"": ""High"", ""summary"": ""User has lost access to their MFA authenticator app for finance systems after getting a new phone."", ""troubleshooting"": [""Reinstall the MFA app on the new phone"", ""Use the backup recovery method provided by the MFA service"", ""Contact the IT helpdesk for assistance""], ""escalation"": ""Escalate to Identity & Access Management if the issue persists after trying these steps.""}",True,True,True,False,True,Account / Authentication,High,Escalate to Identity & Access Management if the issue persists after trying these steps.
"My mouse is a little laggy on my Lenovo Yoga laptop in the Sales office, might just need new batteries.",Hardware,Low,No escalation needed.,"{""category"": ""Hardware"", ""priority"": ""Low"", ""summary"": ""The mouse on a Lenovo Yoga laptop in the Sales office is experiencing lag, possibly due to low battery."", ""troubleshooting"": [""Check the battery level of the mouse"", ""Replace the batteries if they are low"", ""Update the mouse driver software""], ""escalation"": ""No escalation needed""}",True,True,True,True,True,Hardware,Low,No escalation needed
"The whole Finance team lost access to our project shared drive this morning, nobody can open anything.",File / Permissions,High,Escalate to Identity & Access Management; affects the entire team's access to shared files.,"{""category"": ""File / Permissions"", ""priority"": ""High"", ""summary"": ""The entire Finance team suddenly lost access to the project shared drive preventing them from opening any files."", ""troubleshooting"": [""Check recent permission changes in AD"", ""Review recent group policy updates"", ""Verify firewall rules affecting the shared drive"", ""Check for any recent antivirus quarantines""], ""escalation"": ""Escalate to Security / Incident Response if access issues persist after reviewing recent changes.""}",True,True,True,True,False,File / Permissions,High,Escalate to Security / Incident Response if access issues persist after reviewing recent changes.
An unrecognized USB drive was found plugged into a shared workstation on floor 6 in Marketing.,Security,High,Escalate to Security / Incident Response for forensic review of the device and workstation.,"{""category"": ""Hardware"", ""priority"": ""Medium"", ""summary"": ""Unrecognized USB drive detected on a shared workstation in the Marketing department."", ""troubleshooting"": [""Identify the owner of the workstation"", ""Ask the owner about the USB drive"", ""Check if the drive is recognized in Device Manager"", ""Run antivirus scan on the drive""], ""escalation"": ""Escalate to Desktop Support / Hardware if the drive remains unrecognized after checks.""}",True,True,False,False,False,Hardware,Medium,Escalate to Desktop Support / Hardware if the drive remains unrecognized after checks.
I'm locked out of my account after too many failed login attempts on the Tableau portal used by Sales.,Account / Authentication,Medium,No escalation needed if unlock resolves the issue immediately.,"{""category"": ""Account / Authentication"", ""priority"": ""High"", ""summary"": ""User is locked out of their account on the Tableau portal due to multiple failed login attempts."", ""troubleshooting"": [""Reset the password through the self-service portal"", ""Check if there is a lockout period and wait it out"", ""Contact the Helpdesk for manual unlock""], ""escalation"": ""Escalate to Identity & Access Management if the account remains locked out.""}",True,True,True,False,False,Account / Authentication,High,Escalate to Identity & Access Management if the account remains locked out.
"I think someone else is logged into my account right now, I can see login activity from a location I've never been to. I'm on the Customer Support team in the East building.",Account / Authentication,Critical,Escalate to Security / Incident Response immediately as a suspected account compromise.,"{
  ""category"": ""Security"",
  ""priority"": ""High"",
  ""summary"": ""The user suspects unauthorized access to their account as they see login activity from an unfamiliar location."",
  ""troubleshooting"": [
    ""Change the password immediately"",
    ""Review recent login history for suspicious activity"",
    ""Check for any recently installed software or apps"",
    ""Run a malware scan on the device"",
    ""Notify the Security team for further investigation""
  ],
  ""escalation"": ""Escalate to Security / Incident Response for further action.""
}",True,True,False,False,True,Security,High,Escalate to Security / Incident Response for further action.
"14 new hires on the Finance team can't log in at all, their accounts seem inactive.",Account / Authentication,High,Escalate to Identity & Access Management; affects multiple new employees' first-day access.,"{""category"": ""Account / Authentication"", ""priority"": ""High"", ""summary"": ""Fourteen new hires on the Finance team are unable to log in to their accounts, which appear to be inactive."", ""troubleshooting"": [""Verify account activation status through Active Directory"", ""Check email for any pending approval notifications"", ""Review recent changes in group policies or security settings"", ""Confirm MFA settings are correctly configured""], ""escalation"": ""Escalate to Identity & Access Management for further investigation if accounts remain inactive.""}",True,True,True,True,True,Account / Authentication,High,Escalate to Identity & Access Management for further investigation if accounts remain inactive.
"The whole Sales team lost access to our project shared drive this morning, nobody can open anything.",File / Permissions,High,Escalate to Identity & Access Management; affects the entire team's access to shared files.,"{""category"": ""File / Permissions"", ""priority"": ""High"", ""summary"": ""Sales team members are unable to access the shared project drive."", ""troubleshooting"": [""Verify the permissions on the shared drive"", ""Check for any recent group policy changes"", ""Review recent security event logs for anomalies"", ""Restart the file server services""], ""escalation"": ""Escalate to Security / Incident Response if access issues persist.""}",True,True,True,True,False,File / Permissions,High,Escalate to Security / Incident Response if access issues persist.
Print jobs from the Finance team on floor 6 are stuck in the queue and nothing is printing.,Printer,Medium,Escalate to Desktop Support / Hardware if the queue remains stuck after a spooler restart.,"{
  ""category"": ""Printer"",
  ""priority"": ""High"",
  ""summary"": ""Print jobs from the Finance team on floor 6 are stuck in the queue and not printing."",
  ""troubleshooting"": [
    ""Check the printer status and ensure it is online and powered on."",
    ""Clear the print queue on the printer."",
    ""Verify the printer settings and ensure they match the network configuration."",
    ""Check the network connection between the printer and the switch."",
    ""Restart the print spooler service on the print server.""
  ],
  ""escalation"": ""Escalate to Desktop Support / Hardware if the issue persists after checking basic configurations.""
}",True,True,True,False,True,Printer,High,Escalate to Desktop Support / Hardware if the issue persists after checking basic configurations.
"Company-wide, nobody can log into Outlook, Teams, or SharePoint, everything just times out.",Microsoft 365,Critical,Escalate to Microsoft 365 / Cloud Services immediately as a business-critical outage.,"{""category"": ""Microsoft 365"", ""priority"": ""High"", ""summary"": ""Users across the company are unable to log into Outlook, Teams, or SharePoint, experiencing timeouts."", ""troubleshooting"": [""Check DNS resolution for Microsoft services"", ""Verify firewall rules allowing access to Microsoft endpoints"", ""Test connectivity to Microsoft services using ping or traceroute"", ""Review recent changes in network or security policies"", ""Check for known issues on Microsoft support site""], ""escalation"": ""Escalate to Microsoft 365 / Cloud Services if issues persist after checking basic network connectivity.""}",True,True,True,False,True,Microsoft 365,High,Escalate to Microsoft 365 / Cloud Services if issues persist after checking basic network connectivity.
