input,gold_category,gold_priority,gold_escalation,raw_output,json_valid,required_fields_complete,category_correct,priority_correct,escalation_correct,predicted_category,predicted_priority,predicted_escalation
"excel file synced from onedrive keeps showing an old version no matter how many times i save, super annoying mid project",Microsoft 365,Medium,Escalate to Microsoft 365 / Cloud Services if sync conflicts continue after a manual resync.,"{""category"": ""Microsoft 365"", ""priority"": ""Medium"", ""summary"": ""Excel file synced from OneDrive shows an outdated version despite frequent saves during a project."", ""troubleshooting"": [""Clear cache and restart OneDrive client"", ""Check for and install any pending updates"", ""Verify file versioning settings in OneDrive"", ""Restart the computer and try again""], ""escalation"": ""Escalate to Microsoft 365 / Cloud Services if issue persists after these steps.""}",True,True,True,True,True,Microsoft 365,Medium,Escalate to Microsoft 365 / Cloud Services if issue persists after these steps.
the only printer that can do the big architectural drawings is down and we need to submit blueprints to the city by end of day,Printer,High,Escalate to Desktop Support / Hardware urgently due to the regulatory submission deadline.,"{""category"": ""Printer"", ""priority"": ""High"", ""summary"": ""The sole printer capable of handling large architectural drawings is out of service, preventing timely submission of blueprints to the city by the deadline."", ""troubleshooting"": [""Check the printer for physical jams or malfunctions"", ""Restart the printer and associated network devices"", ""Verify print queue and remove any stuck documents"", ""Contact the printer manufacturer for firmware updates or repairs""], ""escalation"": ""Escalate to Facilities if the issue persists after initial checks.""}",True,True,True,True,False,Printer,High,Escalate to Facilities if the issue persists after initial checks.
"not a big deal probably but i got an email saying my password was changed and i definitely didnt do that, still able to log in fine though so guessing it's nothing",Security,Critical,Escalate to Security / Incident Response immediately as a suspected account compromise.,"{""category"": ""Account / Authentication"", ""priority"": ""Low"", ""summary"": ""User received a notification about a password change but is still able to log in."", ""troubleshooting"": [""Review recent login activities for any suspicious behavior"", ""Check if multi-factor authentication (MFA) is enabled"", ""Verify if the password reset was initiated by the user or system"", ""Confirm if there were any recent account lockouts or resets""], ""escalation"": ""No escalation needed""}",True,True,False,False,False,Account / Authentication,Low,No escalation needed
"notification badges on my work phone dont clear even after i read everything, kind of a minor annoyance",Mobile Device,Low,No escalation needed.,"{""category"": ""Mobile Device"", ""priority"": ""Low"", ""summary"": ""Notification badges on the work phone do not disappear after messages are read."", ""troubleshooting"": [""Clear cache and data for the messaging app"", ""Force stop and restart the messaging app"", ""Update the messaging app to the latest version"", ""Check for any pending system updates""], ""escalation"": ""No escalation needed""}",True,True,True,True,True,Mobile Device,Low,No escalation needed
"sso login just spins and spins on the loading screen, never actually logs me in, tried 3 times now",Account / Authentication,Medium,Escalate to Identity & Access Management if the SSO provider itself is confirmed down.,"{""category"": ""Account / Authentication"", ""priority"": ""High"", ""summary"": ""Single Sign-On (SSO) login process hangs indefinitely without completing the authentication."", ""troubleshooting"": [""Clear browser cache and cookies"", ""Try logging in from a different browser"", ""Check network connectivity"", ""Verify SSO service status through admin portal""], ""escalation"": ""Escalate to Identity & Access Management if issue persists after basic troubleshooting.""}",True,True,True,False,True,Account / Authentication,High,Escalate to Identity & Access Management if issue persists after basic troubleshooting.
"my display name is wrong in the directory, shows my old last name from before i got married, not urgent just want it fixed eventually",Account / Authentication,Low,No escalation needed.,"{""category"": ""Account / Authentication"", ""priority"": ""Low"", ""summary"": ""The user's display name in the directory still shows their old last name after they changed it."", ""troubleshooting"": [""Verify the user's profile settings in the directory service"", ""Check for any pending updates or sync issues"", ""Manually update the display name through the management console"", ""Confirm the change with the Identity & Access Management team if necessary""], ""escalation"": ""No escalation needed""}",True,True,True,True,True,Account / Authentication,Low,No escalation needed
"adobe keeps crashing whenever i try to export a pdf, worked fine last week, didnt change anything on my end that i know of",Software,Medium,Escalate to Desktop Support / Hardware if the crash persists after reinstalling.,"{""category"": ""Software"", ""priority"": ""Medium"", ""summary"": ""Adobe crashes when attempting to export PDFs, which was functioning correctly until recently."", ""troubleshooting"": [""Clear Adobe cache and restart the application"", ""Update Adobe to the latest version"", ""Check for recent software updates that may conflict"", ""Run Windows/Mac system checks for conflicts""], ""escalation"": ""Escalate to Desktop Support / Hardware if issue persists after updates.""}",True,True,True,True,True,Software,Medium,Escalate to Desktop Support / Hardware if issue persists after updates.
few of us on this floor noticed the printer app on our laptops shows the printer as 'offline' even though the light on it is green and other floors can print to it fine,Printer,Medium,Escalate to Network Operations if the printer's network segment is unreachable specifically from that floor.,"{
  ""category"": ""Printer"",
  ""priority"": ""Medium"",
  ""summary"": ""Multiple users report their laptop printers show as offline in the app despite the physical printer being operational and accessible from other locations."",
  ""troubleshooting"": [
    ""Check the network connection settings on the laptops"",
    ""Verify the printer IP address is correct in the laptop settings"",
    ""Ping the printer from the affected laptops to check network reachability"",
    ""Restart the printer and the print spooler service on the affected laptops"",
    ""Update the printer drivers on the affected laptops""
  ],
  ""escalation"": ""Escalate to Desktop Support / Hardware if the issue persists after local troubleshooting.""
}",True,True,True,True,False,Printer,Medium,Escalate to Desktop Support / Hardware if the issue persists after local troubleshooting.
"whole 6th floor just lost wifi at the same time, like 15 of us in the meeting room right now w no internet, we have a client call starting in 10 min",Network / Wi-Fi,High,Escalate to Network Operations immediately due to the imminent client call and multiple affected users.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""High"", ""summary"": ""Sixth floor lost Wi-Fi connection simultaneously, affecting multiple users including those in a meeting room with an upcoming client call."", ""troubleshooting"": [""Check the main Wi-Fi router for any issues"", ""Verify power and signal strength at the affected location"", ""Inspect for any recent network maintenance or updates"", ""Ping the router from the affected area to check for connectivity issues"", ""Restart the Wi-Fi access points in the affected area""], ""escalation"": ""Escalate to Network Operations if the issue persists after initial checks.""}",True,True,True,True,True,Network / Wi-Fi,High,Escalate to Network Operations if the issue persists after initial checks.
"found a random usb stick on the parking garage floor, kind of curious what's on it, havent plugged it in yet though",Security,High,Escalate to Security / Incident Response for handling of the unidentified device.,"{""category"": ""Security"", ""priority"": ""Low"", ""summary"": ""A USB stick was found on the parking garage floor and its contents are unknown."", ""troubleshooting"": [""Isolate the USB stick from network devices"", ""Use a write-blocker to prevent accidental changes"", ""Scan the USB stick with antivirus software"", ""Document findings and report to security team""], ""escalation"": ""Escalate to Security / Incident Response for further action.""}",True,True,True,False,True,Security,Low,Escalate to Security / Incident Response for further action.
"tablet wont hold a charge for more than like 2 hours now, used to last all day, battery replacement maybe?",Mobile Device,Medium,Escalate to Desktop Support / Hardware for battery replacement if the health check confirms degradation.,"{""category"": ""Hardware"", ""priority"": ""Medium"", ""summary"": ""The tablet's battery no longer holds a full charge for extended periods, previously lasting all day."", ""troubleshooting"": [""Check if the charging cable and adapter are functioning properly"", ""Perform a factory reset to rule out software issues"", ""Inspect the battery for physical damage"", ""Consider replacing the battery as a potential solution""], ""escalation"": ""Escalate to Desktop Support / Hardware if the issue persists after basic checks.""}",True,True,False,True,True,Hardware,Medium,Escalate to Desktop Support / Hardware if the issue persists after basic checks.
"phone keeps saying 'MDM profile needs attention' but when i tap it nothing happens, cant tell if something's actually wrong or not",Mobile Device,Medium,Escalate to Desktop Support / Hardware if the MDM console shows a real compliance failure.,"{""category"": ""Mobile Device"", ""priority"": ""Medium"", ""summary"": ""User receives notifications about an MDM profile needing attention but tapping the notification does not provide any further information."", ""troubleshooting"": [""Check if the device is connected to the internet"", ""Force stop the MDM app"", ""Clear cache and data from the MDM app settings"", ""Contact the IT department for assistance""], ""escalation"": ""Escalate to Desktop Support / Hardware if the issue persists after clearing cache.""}",True,True,True,True,True,Mobile Device,Medium,Escalate to Desktop Support / Hardware if the issue persists after clearing cache.
"paper tray label fell off, still works fine just says 'tray' instead of 'tray 2' now lol",Printer,Low,No escalation needed.,"{""category"": ""Printer"", ""priority"": ""Low"", ""summary"": ""The printer tray label has fallen off, displaying just 'tray' instead of 'tray 2'."", ""troubleshooting"": [""Replace the tray label"", ""Check the printer settings for correct tray assignment"", ""Restart the printer to refresh display""], ""escalation"": ""No escalation needed""}",True,True,True,True,True,Printer,Low,No escalation needed
"signature still says 'Sales Associate' but i got promoted to 'Senior Sales Associate' like 3 weeks ago, no rush",Microsoft 365,Low,No escalation needed.,"{""category"": ""Account / Authentication"", ""priority"": ""Low"", ""summary"": ""The user's job title in their digital signature has not updated despite being promoted 3 weeks ago."", ""troubleshooting"": [""Verify if the digital signature template is correctly configured for different job titles"", ""Check if the user's profile in the authentication system has been updated"", ""Confirm if the change requires approval and if it has been approved"", ""Test the digital signature on another document to rule out local issues""], ""escalation"": ""No escalation needed""}",True,True,False,True,True,Account / Authentication,Low,No escalation needed
"i think i might have entered my password on the wrong site earlier, it looked like our login page but the url seemed a little off in hindsight, probably fine but wanted to say something",Security,High,Escalate to Security / Incident Response immediately due to suspected credential phishing.,"{""category"": ""Account / Authentication"", ""priority"": ""Low"", ""summary"": ""User suspects they may have entered their password on a potentially fraudulent website that appeared similar to the company’s login page."", ""troubleshooting"": [""Change password immediately"", ""Run a malware scan on all devices used to access the account"", ""Verify the current login page URL against known good URLs"", ""Check for any recent suspicious activity in account logs""], ""escalation"": ""No escalation needed""}",True,True,False,False,False,Account / Authentication,Low,No escalation needed
"shared a onedrive folder with a vendor, they say the link says access denied but it works fine for me and everyone internal",Microsoft 365,Medium,Escalate to Microsoft 365 / Cloud Services if external sharing settings appear correct but access still fails.,"{
  ""category"": ""Microsoft 365"",
  ""priority"": ""Medium"",
  ""summary"": ""Vendor reports access denied to a shared OneDrive folder despite working for internal users."",
  ""troubleshooting"": [
    ""Verify the vendor’s OneDrive permissions"",
    ""Check the shared folder settings in SharePoint"",
    ""Test the link from the vendor’s device"",
    ""Review recent changes to the folder or site permissions""
  ],
  ""escalation"": ""Escalate to Microsoft 365 / Cloud Services if the issue persists.""
}",True,True,True,True,True,Microsoft 365,Medium,Escalate to Microsoft 365 / Cloud Services if the issue persists.
"getting logged out of everything randomly throughout the day, like every hour or so i have to sign back in, its really disruptive",Account / Authentication,Medium,Escalate to Identity & Access Management if repeated sign-outs continue after initial checks.,"{""category"": ""Account / Authentication"", ""priority"": ""High"", ""summary"": ""Users are experiencing random logouts requiring them to re-authenticate frequently, causing disruptions."", ""troubleshooting"": [""Check for recent changes in security policies or configurations"", ""Verify for any known issues with the authentication system"", ""Review logs for unusual activity or errors around logout times"", ""Ensure all devices and browsers are up to date""], ""escalation"": ""Escalate to Identity & Access Management if the issue persists after reviewing basic configurations.""}",True,True,True,False,True,Account / Authentication,High,Escalate to Identity & Access Management if the issue persists after reviewing basic configurations.
"spilled water (not coffee this time lol) on my keyboard, powered it off right away but now im scared to turn it back on",Hardware,High,Escalate to Desktop Support / Hardware immediately for inspection before any further use.,"{""category"": ""Hardware"", ""priority"": ""High"", ""summary"": ""User spilled water on their keyboard and turned it off; they are hesitant to power it back on."", ""troubleshooting"": [""Allow the keyboard to air dry completely"", ""Inspect for visible damage"", ""Test individual keys for functionality"", ""If no damage, try powering on in safe mode""], ""escalation"": ""Escalate to Desktop Support / Hardware if keys do not function after drying.""}",True,True,True,True,True,Hardware,High,Escalate to Desktop Support / Hardware if keys do not function after drying.
"my account shows im still in the 'contractor' group even tho i went full time 2 months ago, missing out on some internal tools because of it",Account / Authentication,Low,Escalate to Identity & Access Management if group membership cannot be updated directly.,"{""category"": ""Account / Authentication"", ""priority"": ""High"", ""summary"": ""User's account is still assigned to the 'contractor' group despite becoming a full-time employee 2 months ago, leading to restricted access to certain internal tools."", ""troubleshooting"": [""Review recent HR records to confirm full-time status"", ""Check Active Directory group membership updates"", ""Verify Group Policy settings for role-based access"", ""Contact Identity & Access Management for manual adjustment""], ""escalation"": ""Escalate to Identity & Access Management for manual group update if automatic changes do not reflect the new status.""}",True,True,True,False,True,Account / Authentication,High,Escalate to Identity & Access Management for manual group update if automatic changes do not reflect the new status.
"the color printer is printing everything with a weird green tint, black and white stuff prints normal though",Printer,Medium,Escalate to Desktop Support / Hardware if the tint persists after calibration.,"{""category"": ""Printer"", ""priority"": ""Low"", ""summary"": ""Color prints from the printer have a green tint while black and white prints appear normal."", ""troubleshooting"": [""Check the color cartridges for proper installation and freshness"", ""Calibrate the printer's color settings"", ""Perform a printer maintenance routine"", ""Update the printer driver software""], ""escalation"": ""No escalation needed""}",True,True,True,False,False,Printer,Low,No escalation needed
"teams keeps saying 'poor connection' during calls but netflix streams fine and my speed test looks normal, kind of confusing",Microsoft 365,Medium,Escalate to Microsoft 365 / Cloud Services if the issue persists after the app update and isolation testing.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""Medium"", ""summary"": ""Users experience poor connection quality during Microsoft Teams calls despite normal internet speeds and streaming capabilities."", ""troubleshooting"": [""Check Teams network settings for any recent changes"", ""Verify Teams update status and apply latest updates"", ""Run a network trace during a call to identify packet loss"", ""Test with a different device to rule out hardware issues""], ""escalation"": ""Escalate to Network Operations if the issue persists after basic troubleshooting.""}",True,True,False,True,False,Network / Wi-Fi,Medium,Escalate to Network Operations if the issue persists after basic troubleshooting.
"entire building offline right now, cant even get to internal tools, this is bad we have month end close today",Network / Wi-Fi,Critical,Escalate to Network Operations immediately as a business-critical outage.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""Critical"", ""summary"": ""The entire building is offline and unable to access internal tools, causing issues with the month-end financial close process."", ""troubleshooting"": [""Check the main router and switch for power and connectivity"", ""Verify the internet connection at the primary ISP"", ""Perform a network cable test from the main switch to the building"", ""Check for any known outages or maintenance announcements from the ISP""], ""escalation"": ""Immediate escalation to Network Operations for urgent network restoration.""}",True,True,True,True,True,Network / Wi-Fi,Critical,Immediate escalation to Network Operations for urgent network restoration.
"ethernet cable behind my desk looks a lil frayed, still works fine but wanted to mention before it fully dies",Network / Wi-Fi,Low,No escalation needed.,"{""category"": ""Hardware"", ""priority"": ""Low"", ""summary"": ""Ethernet cable behind the desk appears frayed but is currently functional."", ""troubleshooting"": [""Inspect the cable for any visible damage or loose connections"", ""Test the cable on another port or device"", ""Replace the cable if necessary""], ""escalation"": ""No escalation needed""}",True,True,False,True,True,Hardware,Low,No escalation needed
"the whole design team cant open any of their figma files since the update this morning, deadline is today for the client presentation",Software,High,Escalate to Desktop Support / Hardware for urgent investigation given the same-day deadline.,"{""category"": ""Software"", ""priority"": ""High"", ""summary"": ""Design team unable to open Figma files after this morning’s update, impacting today’s client presentation deadline."", ""troubleshooting"": [""Check for updates or patches related to Figma"", ""Verify network connectivity and firewall settings"", ""Clear browser cache and cookies"", ""Contact Figma support for known issues""], ""escalation"": ""Escalate to Desktop Support / Hardware if issue persists after checking software updates.""}",True,True,True,True,True,Software,High,Escalate to Desktop Support / Hardware if issue persists after checking software updates.
"left my work phone in an uber this morning, already contacted the driver but no luck getting it back yet, it has email and teams logged in",Mobile Device,High,Escalate to Security / Incident Response immediately due to a lost device with active email/Teams access.,"{""category"": ""Mobile Device"", ""priority"": ""High"", ""summary"": ""Work phone was left in an Uber and is currently unlocatable; contains sensitive company data including emails and Teams sessions."", ""troubleshooting"": [""Securely wipe device remotely if possible"", ""Change all relevant passwords and PINs"", ""Notify local authorities if necessary"", ""Initiate incident response procedures""], ""escalation"": ""Escalate to Security / Incident Response for further action.""}",True,True,True,True,True,Mobile Device,High,Escalate to Security / Incident Response for further action.
"so i was on vpn all morning fine then it just dropped and now it wont reconnect, keeps failing at the handshake step or whatever",VPN,Medium,Escalate to Network Operations if reconnection continues to fail across gateways.,"{""category"": ""VPN"", ""priority"": ""High"", ""summary"": ""User's VPN connection unexpectedly dropped and fails during the handshake process."", ""troubleshooting"": [""Restart the network adapter on the client machine"", ""Clear the local DNS cache on the client machine"", ""Reboot the client machine"", ""Check for any recent software updates that may be causing conflicts"", ""Verify the firewall settings on the client machine""], ""escalation"": ""Escalate to Network Operations if the issue persists after these steps.""}",True,True,True,False,True,VPN,High,Escalate to Network Operations if the issue persists after these steps.
"keep sending print jobs and nothing happens, no error either, just disappears into the void",Printer,Medium,Escalate to Desktop Support / Hardware if the queue remains stuck after a spooler restart.,"{""category"": ""Printer"", ""priority"": ""Medium"", ""summary"": ""Print jobs are submitted but do not appear on the printer, with no errors reported."", ""troubleshooting"": [""Check the printer queue for stuck jobs"", ""Verify paper and toner levels"", ""Ensure the printer is powered on and connected to the network"", ""Check the printer settings for any misconfigurations""], ""escalation"": ""Escalate to Desktop Support / Hardware if the issue persists after checking basic configurations.""}",True,True,True,True,True,Printer,Medium,Escalate to Desktop Support / Hardware if the issue persists after checking basic configurations.
"13 people on the new grad cohort cant log into anything today, first day and they're all just sitting there unable to start onboarding",Account / Authentication,High,Escalate to Identity & Access Management; affects an entire new-hire cohort's first-day access.,"{""category"": ""Account / Authentication"", ""priority"": ""High"", ""summary"": ""All 13 members of the new graduate cohort are unable to log into any systems on their first day."", ""troubleshooting"": [""Verify MFA settings for all users"", ""Check email delivery for account activation links"", ""Review recent changes to authentication policies"", ""Confirm network connectivity for all users""], ""escalation"": ""Escalate to Identity & Access Management for further investigation.""}",True,True,True,True,True,Account / Authentication,High,Escalate to Identity & Access Management for further investigation.
"random but my calendar shows me as 'out of office' even though i turned that off like a week ago, people keep asking if im on vacation lol",Microsoft 365,Low,No escalation needed.,"{""category"": ""Microsoft 365"", ""priority"": ""Low"", ""summary"": ""User's calendar still displays them as out of office despite turning it off recently."", ""troubleshooting"": [""Clear cache and restart Outlook"", ""Check if the out of office status was set via group policy"", ""Verify if any rules or scripts are setting the out of office status"", ""Reset the out of office settings through Microsoft 365 admin center""], ""escalation"": ""No escalation needed""}",True,True,True,True,True,Microsoft 365,Low,No escalation needed
"getting a push notification for mfa but i never tried to log in, denied it just in case, kinda freaked out ngl",Security,High,Escalate to Security / Incident Response for review of the unauthorized login attempt.,"{""category"": ""Account / Authentication"", ""priority"": ""High"", ""summary"": ""User received an MFA push notification without attempting to log in, leading to confusion and concern."", ""troubleshooting"": [""Review recent login activities for unauthorized attempts"", ""Check for any automated processes triggering MFA"", ""Verify user account settings for MFA rules"", ""Educate user on MFA process to alleviate concerns""], ""escalation"": ""Escalate to Identity & Access Management if no immediate cause is found.""}",True,True,False,True,False,Account / Authentication,High,Escalate to Identity & Access Management if no immediate cause is found.
"our whole remote sales team (about 9 people) cant get on vpn since like 8am, we're supposed to be doing demos all day",VPN,High,Escalate to Network Operations; multiple users affected during a business-critical activity.,"{""category"": ""VPN"", ""priority"": ""High"", ""summary"": ""Remote sales team of 9 individuals unable to connect to the VPN since 8 AM, preventing them from participating in scheduled demos."", ""troubleshooting"": [""Check the status of the primary and backup VPN servers"", ""Verify the firewall rules for the current time period"", ""Review recent logs for any anomalies or errors"", ""Ensure all users have the correct credentials and are using the latest client software"", ""Ping the server from a user’s device to check network latency""], ""escalation"": ""Escalate to Network Operations if the issue persists after checking basic configurations.""}",True,True,True,True,True,VPN,High,Escalate to Network Operations if the issue persists after checking basic configurations.
