input,gold_category,gold_priority,gold_escalation,raw_output,json_valid,required_fields_complete,category_correct,priority_correct,escalation_correct,predicted_category,predicted_priority,predicted_escalation
"I got a slightly odd-looking email in Legal on floor 11 but I didn't click anything, just wanted to report it.",Security,Low,No escalation needed unless the email is confirmed malicious.,"{""category"": ""Security"", ""priority"": ""Low"", ""summary"": ""User proactively reports a suspicious but unclicked email for review."", ""troubleshooting"": [""Review the reported email headers and sender domain"", ""Confirm no links or attachments were interacted with"", ""Add sender to blocklist if confirmed malicious""], ""escalation"": ""No escalation needed unless the email is confirmed malicious.""}",True,True,True,True,True,Security,Low,No escalation needed unless the email is confirmed malicious.
"My HP Spectre laptop won't turn on at all, no lights, nothing. I'm on the Marketing team.",Hardware,High,Escalate to Desktop Support / Hardware for a loaner device if the laptop cannot be powered on.,"{""category"": ""Hardware"", ""priority"": ""High"", ""summary"": ""User's laptop shows no signs of power and is completely unresponsive."", ""troubleshooting"": [""Test with a different known-good charger"", ""Try a hard reset by holding the power button for 10+ seconds"", ""Check for any visible physical damage""], ""escalation"": ""Escalate to Desktop Support / Hardware for a loaner device if the laptop cannot be powered on.""}",True,True,True,True,True,Hardware,High,Escalate to Desktop Support / Hardware for a loaner device if the laptop cannot be powered on.
The printer in the Sales office on floor 11 keeps jamming on every print job today.,Printer,Medium,Escalate to Desktop Support / Hardware if jams continue after clearing and inspection.,"{""category"": ""Printer"", ""priority"": ""Medium"", ""summary"": ""A shared printer is repeatedly jamming on all print jobs."", ""troubleshooting"": [""Open the printer and clear any visible paper jam"", ""Check that paper is loaded correctly and not overfilled"", ""Inspect rollers for debris or wear"", ""Run the printer's jam diagnostic if available""], ""escalation"": ""Escalate to Desktop Support / Hardware if jams continue after clearing and inspection.""}",True,True,True,True,True,Printer,Medium,Escalate to Desktop Support / Hardware if jams continue after clearing and inspection.
"VPN gateway appears to be completely down, this is blocking all remote access company-wide.",VPN,Critical,Escalate to Network Operations immediately as a business-critical outage.,"{""category"": ""VPN"", ""priority"": ""Critical"", ""summary"": ""Company-wide VPN gateway outage is blocking all remote access."", ""troubleshooting"": [""Confirm VPN gateway health and uptime"", ""Check for recent configuration changes or certificate expiration"", ""Verify with ISP/hosting provider for upstream issues""], ""escalation"": ""Escalate to Network Operations immediately as a business-critical outage.""}",True,True,True,True,True,VPN,Critical,Escalate to Network Operations immediately as a business-critical outage.
"SharePoint is throwing ERR_CONNECTION_TIMED_OUT errors for the whole Sales team, we can't access any of our project files.",Microsoft 365,High,Escalate to Microsoft 365 / Cloud Services due to team-wide impact.,"{""category"": ""Microsoft 365"", ""priority"": ""High"", ""summary"": ""An entire team is unable to access project files due to SharePoint errors."", ""troubleshooting"": [""Check Microsoft 365 service health dashboard for SharePoint incidents"", ""Verify the site collection is not over storage quota"", ""Test access from a different account""], ""escalation"": ""Escalate to Microsoft 365 / Cloud Services due to team-wide impact.""}",True,True,True,True,True,Microsoft 365,High,Escalate to Microsoft 365 / Cloud Services due to team-wide impact.
One of the keys on my HP EliteBook laptop keyboard feels sticky in the Customer Support office.,Hardware,Low,No escalation needed unless cleaning fails to resolve it.,"{""category"": ""Hardware"", ""priority"": ""Low"", ""summary"": ""User reports a single sticky key on their keyboard."", ""troubleshooting"": [""Clean under the affected key"", ""Test key response after cleaning""], ""escalation"": ""No escalation needed unless cleaning fails to resolve it.""}",True,True,True,True,True,Hardware,Low,No escalation needed unless cleaning fails to resolve it.
My MacBook Pro battery drains from full to dead in under two hours now.,Hardware,Medium,Escalate to Desktop Support / Hardware for battery replacement if health check confirms degradation.,"{""category"": ""Hardware"", ""priority"": ""Medium"", ""summary"": ""User's laptop battery life has degraded significantly, lasting under two hours."", ""troubleshooting"": [""Check battery health status in system settings"", ""Test with a different charger/power adapter"", ""Review recent high-CPU applications draining battery""], ""escalation"": ""Escalate to Desktop Support / Hardware for battery replacement if health check confirms degradation.""}",True,True,True,True,True,Hardware,Medium,Escalate to Desktop Support / Hardware for battery replacement if health check confirms degradation.
"My HP EliteBook laptop won't turn on at all, no lights, nothing.",Hardware,High,Escalate to Desktop Support / Hardware for a loaner device if the laptop cannot be powered on.,"{""category"": ""Hardware"", ""priority"": ""High"", ""summary"": ""User's laptop shows no signs of power and is completely unresponsive."", ""troubleshooting"": [""Test with a different known-good charger"", ""Try a hard reset by holding the power button for 10+ seconds"", ""Check for any visible physical damage""], ""escalation"": ""Escalate to Desktop Support / Hardware for a loaner device if the laptop cannot be powered on.""}",True,True,True,True,True,Hardware,High,Escalate to Desktop Support / Hardware for a loaner device if the laptop cannot be powered on.
"My Dell XPS laptop won't turn on at all, no lights, nothing. I'm on the Engineering team.",Hardware,High,Escalate to Desktop Support / Hardware for a loaner device if the laptop cannot be powered on.,"{""category"": ""Hardware"", ""priority"": ""High"", ""summary"": ""User's laptop shows no signs of power and is completely unresponsive."", ""troubleshooting"": [""Test with a different known-good charger"", ""Try a hard reset by holding the power button for 10+ seconds"", ""Check for any visible physical damage""], ""escalation"": ""Escalate to Desktop Support / Hardware for a loaner device if the laptop cannot be powered on.""}",True,True,True,True,True,Hardware,High,Escalate to Desktop Support / Hardware for a loaner device if the laptop cannot be powered on.
The only printer on floor 6 capable of color printing is completely down and the Human Resources team has a client deliverable today.,Printer,High,Escalate to Desktop Support / Hardware urgently due to a same-day client deliverable dependency.,"{""category"": ""Printer"", ""priority"": ""High"", ""summary"": ""The floor's sole color printer is down, blocking a time-sensitive client deliverable."", ""troubleshooting"": [""Check printer error display for a specific fault code"", ""Attempt a power cycle of the printer"", ""Identify nearest working color printer as a temporary workaround""], ""escalation"": ""Escalate to Desktop Support / Hardware urgently due to a same-day client deliverable dependency.""}",True,True,True,True,True,Printer,High,Escalate to Desktop Support / Hardware urgently due to a same-day client deliverable dependency.
"My Lenovo ThinkPad laptop battery drains from full to dead in under two hours now, and I'm on the Sales team.",Hardware,Medium,Escalate to Desktop Support / Hardware for battery replacement if health check confirms degradation.,"{""category"": ""Hardware"", ""priority"": ""Medium"", ""summary"": ""User's laptop battery life has degraded significantly, lasting under two hours."", ""troubleshooting"": [""Check battery health status in system settings"", ""Test with a different charger/power adapter"", ""Review recent high-CPU applications draining battery""], ""escalation"": ""Escalate to Desktop Support / Hardware for battery replacement if health check confirms degradation.""}",True,True,True,True,True,Hardware,Medium,Escalate to Desktop Support / Hardware for battery replacement if health check confirms degradation.
Nobody in Finance on floor 14 can send external emails from Outlook this morning.,Microsoft 365,High,Escalate to Microsoft 365 / Cloud Services; affects multiple users' external communication.,"{""category"": ""Microsoft 365"", ""priority"": ""High"", ""summary"": ""An entire department is unable to send emails to external recipients."", ""troubleshooting"": [""Check for a mail flow rule blocking external send"", ""Verify tenant mail flow status"", ""Test sending from a different department's account""], ""escalation"": ""Escalate to Microsoft 365 / Cloud Services; affects multiple users' external communication.""}",True,True,True,True,True,Microsoft 365,High,Escalate to Microsoft 365 / Cloud Services; affects multiple users' external communication.
I keep getting disconnected from Wi-Fi whenever I walk from floor 8 to the East conference room.,Network / Wi-Fi,Medium,Escalate to Network Operations to review access point placement if issue is location-specific.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""Medium"", ""summary"": ""User loses wireless connectivity when moving between building zones."", ""troubleshooting"": [""Check access point coverage map for the affected area"", ""Verify roaming/band settings on the device"", ""Test another device in the same location""], ""escalation"": ""Escalate to Network Operations to review access point placement if issue is location-specific.""}",True,True,True,True,True,Network / Wi-Fi,Medium,Escalate to Network Operations to review access point placement if issue is location-specific.
I accidentally deleted an important folder from the Engineering shared drive on floor 10.,File / Permissions,Medium,Escalate to Network Operations if the folder isn't recoverable from the recycle bin.,"{""category"": ""File / Permissions"", ""priority"": ""Medium"", ""summary"": ""User accidentally deleted an important shared drive folder."", ""troubleshooting"": [""Check the recycle bin/deleted items on the shared drive"", ""Restore the folder from the recycle bin if available"", ""Contact the file server admin for a backup restore if not in the recycle bin""], ""escalation"": ""Escalate to Network Operations if the folder isn't recoverable from the recycle bin.""}",True,True,True,True,True,File / Permissions,Medium,Escalate to Network Operations if the folder isn't recoverable from the recycle bin.
I got a new phone and lost access to my MFA authenticator app for Finance systems.,Account / Authentication,Medium,Escalate to Identity & Access Management if temporary bypass requires elevated approval.,"{""category"": ""Account / Authentication"", ""priority"": ""Medium"", ""summary"": ""User lost access to MFA due to a device change and needs authenticator re-enrollment."", ""troubleshooting"": [""Verify user identity per standard procedure"", ""Revoke old MFA device registration"", ""Issue temporary bypass code if policy allows"", ""Guide user through re-enrolling MFA on new device""], ""escalation"": ""Escalate to Identity & Access Management if temporary bypass requires elevated approval.""}",True,True,True,True,True,Account / Authentication,Medium,Escalate to Identity & Access Management if temporary bypass requires elevated approval.
"My mouse is a little laggy on my Lenovo Yoga laptop in the Sales office, might just need new batteries.",Hardware,Low,No escalation needed.,"{""category"": ""Hardware"", ""priority"": ""Low"", ""summary"": ""User's wireless mouse exhibits minor input lag, possibly due to low battery."", ""troubleshooting"": [""Replace mouse batteries"", ""Reconnect the wireless receiver/dongle"", ""Test mouse on a different USB port""], ""escalation"": ""No escalation needed.""}",True,True,True,True,True,Hardware,Low,No escalation needed.
"The whole Finance team lost access to our project shared drive this morning, nobody can open anything.",File / Permissions,High,Escalate to Identity & Access Management; affects the entire team's access to shared files.,"{""category"": ""File / Permissions"", ""priority"": ""High"", ""summary"": ""An entire team has lost access to their project shared drive."", ""troubleshooting"": [""Verify the shared drive/server is online and reachable"", ""Check if a permissions group was recently modified"", ""Test access with an admin account to isolate the cause""], ""escalation"": ""Escalate to Identity & Access Management; affects the entire team's access to shared files.""}",True,True,True,True,True,File / Permissions,High,Escalate to Identity & Access Management; affects the entire team's access to shared files.
An unrecognized USB drive was found plugged into a shared workstation on floor 6 in Marketing.,Security,High,Escalate to Security / Incident Response for forensic review of the device and workstation.,"{""category"": ""Security"", ""priority"": ""High"", ""summary"": ""An unidentified USB drive was discovered connected to a shared workstation."", ""troubleshooting"": [""Do not open any files on the USB drive"", ""Physically remove the drive without connecting it to another machine"", ""Isolate the shared workstation from the network pending review""], ""escalation"": ""Escalate to Security / Incident Response for forensic review of the device and workstation.""}",True,True,True,True,True,Security,High,Escalate to Security / Incident Response for forensic review of the device and workstation.
I'm locked out of my account after too many failed login attempts on the Tableau portal used by Sales.,Account / Authentication,Medium,No escalation needed if unlock resolves the issue immediately.,"{""category"": ""Account / Authentication"", ""priority"": ""Medium"", ""summary"": ""User's account is locked due to repeated failed login attempts."", ""troubleshooting"": [""Verify user identity per standard procedure"", ""Unlock account in identity management console"", ""Confirm user can log in successfully"", ""Advise user on correct credential entry going forward""], ""escalation"": ""No escalation needed if unlock resolves the issue immediately.""}",True,True,True,True,True,Account / Authentication,Medium,No escalation needed if unlock resolves the issue immediately.
"I think someone else is logged into my account right now, I can see login activity from a location I've never been to. I'm on the Customer Support team in the East building.",Account / Authentication,Critical,Escalate to Security / Incident Response immediately as a suspected account compromise.,"{""category"": ""Account / Authentication"", ""priority"": ""Critical"", ""summary"": ""User reports evidence of unauthorized access to their account from an unrecognized location."", ""troubleshooting"": [""Immediately force sign-out of all active sessions"", ""Reset password and require MFA re-enrollment"", ""Review sign-in logs for the unauthorized session""], ""escalation"": ""Escalate to Security / Incident Response immediately as a suspected account compromise.""}",True,True,True,True,True,Account / Authentication,Critical,Escalate to Security / Incident Response immediately as a suspected account compromise.
"14 new hires on the Finance team can't log in at all, their accounts seem inactive.",Account / Authentication,High,Escalate to Identity & Access Management; affects multiple new employees' first-day access.,"{""category"": ""Account / Authentication"", ""priority"": ""High"", ""summary"": ""Multiple newly onboarded employees in Finance are unable to log in due to inactive accounts."", ""troubleshooting"": [""Verify account provisioning status for each new hire"", ""Check if onboarding automation ran correctly"", ""Manually activate accounts if provisioning failed""], ""escalation"": ""Escalate to Identity & Access Management; affects multiple new employees' first-day access.""}",True,True,True,True,True,Account / Authentication,High,Escalate to Identity & Access Management; affects multiple new employees' first-day access.
"The whole Sales team lost access to our project shared drive this morning, nobody can open anything.",File / Permissions,High,Escalate to Identity & Access Management; affects the entire team's access to shared files.,"{""category"": ""File / Permissions"", ""priority"": ""High"", ""summary"": ""An entire team has lost access to their project shared drive."", ""troubleshooting"": [""Verify the shared drive/server is online and reachable"", ""Check if a permissions group was recently modified"", ""Test access with an admin account to isolate the cause""], ""escalation"": ""Escalate to Identity & Access Management; affects the entire team's access to shared files.""}",True,True,True,True,True,File / Permissions,High,Escalate to Identity & Access Management; affects the entire team's access to shared files.
Print jobs from the Finance team on floor 6 are stuck in the queue and nothing is printing.,Printer,Medium,Escalate to Desktop Support / Hardware if the queue remains stuck after a spooler restart.,"{""category"": ""Printer"", ""priority"": ""Medium"", ""summary"": ""Print jobs are stuck in the print queue without printing."", ""troubleshooting"": [""Clear the print queue and resend the job"", ""Restart the print spooler service"", ""Confirm the printer is not in an error state""], ""escalation"": ""Escalate to Desktop Support / Hardware if the queue remains stuck after a spooler restart.""}",True,True,True,True,True,Printer,Medium,Escalate to Desktop Support / Hardware if the queue remains stuck after a spooler restart.
"Company-wide, nobody can log into Outlook, Teams, or SharePoint, everything just times out.",Microsoft 365,Critical,Escalate to Microsoft 365 / Cloud Services immediately as a business-critical outage.,"{""category"": ""Microsoft 365"", ""priority"": ""Critical"", ""summary"": ""Company-wide outage affecting Outlook, Teams, and SharePoint simultaneously."", ""troubleshooting"": [""Check Microsoft 365 admin center service health for a tenant-wide incident"", ""Confirm outage is not isolated to on-prem network path"", ""Communicate status to all affected users""], ""escalation"": ""Escalate to Microsoft 365 / Cloud Services immediately as a business-critical outage.""}",True,True,True,True,True,Microsoft 365,Critical,Escalate to Microsoft 365 / Cloud Services immediately as a business-critical outage.
I accidentally deleted an important folder from the Operations shared drive.,File / Permissions,Medium,Escalate to Network Operations if the folder isn't recoverable from the recycle bin.,"{""category"": ""File / Permissions"", ""priority"": ""Medium"", ""summary"": ""User accidentally deleted an important shared drive folder."", ""troubleshooting"": [""Check the recycle bin/deleted items on the shared drive"", ""Restore the folder from the recycle bin if available"", ""Contact the file server admin for a backup restore if not in the recycle bin""], ""escalation"": ""Escalate to Network Operations if the folder isn't recoverable from the recycle bin.""}",True,True,True,True,True,File / Permissions,Medium,Escalate to Network Operations if the folder isn't recoverable from the recycle bin.
"Asana shows an update available banner every time I open it, but it doesn't cause problems.",Software,Low,No escalation needed.,"{""category"": ""Software"", ""priority"": ""Low"", ""summary"": ""User sees a persistent but non-disruptive update notification in Asana."", ""troubleshooting"": [""Manually trigger the application update from settings"", ""Restart the application to apply the update"", ""Confirm current version after restart""], ""escalation"": ""No escalation needed.""}",True,True,True,True,True,Software,Low,No escalation needed.
The Engineering team's shared network drive on floor 5 is unreachable for everyone in the department.,Network / Wi-Fi,High,Escalate to Network Operations; affects multiple users' productivity.,"{""category"": ""Network / Wi-Fi"", ""priority"": ""High"", ""summary"": ""An entire department cannot reach the shared network drive."", ""troubleshooting"": [""Verify file server is reachable from another department"", ""Check network path/VLAN routing to the file server"", ""Confirm DNS resolves the file server hostname""], ""escalation"": ""Escalate to Network Operations; affects multiple users' productivity.""}",True,True,True,True,True,Network / Wi-Fi,High,Escalate to Network Operations; affects multiple users' productivity.
"VPN connects fine but it's a bit slower than my home internet on floor 7 in Human Resources, is that normal?",VPN,Low,No escalation needed; expected behavior for VPN tunneling.,"{""category"": ""VPN"", ""priority"": ""Low"", ""summary"": ""User notices VPN throughput slower than direct internet, connection otherwise functional."", ""troubleshooting"": [""Run a speed test connected and disconnected from VPN"", ""Confirm VPN server location is closest available region"", ""Check for background bandwidth usage""], ""escalation"": ""No escalation needed; expected behavior for VPN tunneling.""}",True,True,True,True,True,VPN,Low,No escalation needed; expected behavior for VPN tunneling.
4 employees in Procurement are reporting that their files have been renamed with a strange extension and there's a message demanding payment.,Security,Critical,Escalate to Security / Incident Response immediately as a suspected ransomware incident.,"{""category"": ""Security"", ""priority"": ""Critical"", ""summary"": ""Multiple employees report file encryption with a ransom message, consistent with a ransomware incident."", ""troubleshooting"": [""Immediately isolate affected machines from the network"", ""Do not pay any ransom or interact with the message"", ""Preserve evidence for incident investigation""], ""escalation"": ""Escalate to Security / Incident Response immediately as a suspected ransomware incident.""}",True,True,True,True,True,Security,Critical,Escalate to Security / Incident Response immediately as a suspected ransomware incident.
